,id,name_x,Марка :,Применение:,Дополнение:,Cu,Al,C,Ni,Si,Cr,Mn,Zn,Ti,Fe,Заменитель:,Mo,Mg,V,Классификация :,type_x,Pb,Примесей,-,W,Sn,Co,Ag,Nb,P,Zr,Sb,S,Cd,B,Pt,Ni+Co,Au,Pd,Bi,N,As,O,Ca,Be,Rh,sв,d5,Ir,Ce,Te,sT,Tl,y,Se,H,Na,Ta,Hg,In,Ru,Ga,KCU,Ba,Nd,Li,Al+Mg,Cl,La,РЗМ,Sr,Re,Cu+P,Sc,Hf,F
2182,3173,Св-12Х13,Св-12Х13,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.09 - 0.14,до 0.6,0.3 - 0.7,12 - 14,0.3 - 0.7,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,3200,Св-13Х25Н18,Св-13Х25Н18,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.15,17 - 20,до 0.5,24 - 26.5,1 - 2,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,3178,Св-13Х25Т,Св-13Х25Т,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.15,до 0.6,до 1,23 - 27,до 0.8,,0.2 - 0.5,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,3161,Св-13Х2МФТ,Св-13Х2МФТ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.1 - 0.15,до 0.3,до 0.35,1.7 - 2.2,0.4 - 0.7,,0.05 - 0.12,,,0.4 - 0.6,,0.2 - 0.35,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,3146,Св-15ГСТЮЦА,Св-15ГСТЮЦА ( другое обозначение ЭП-439 ),Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,0.2 - 0.5,0.12 - 0.18,до 0.4,0.45 - 0.85,до 0.3,0.6 - 1,,0.05 - 0.2,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,0.05 - 0.15,,до 0.025,,,,,,,,,,,,,,,,,до 0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,3148,Св-18ХГС,Св-18ХГС,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.15 - 0.22,до 0.3,0.9 - 1.2,0.8 - 1.1,0.8 - 1.1,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,3152,Св-18ХМА,Св-18ХМА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.15 - 0.22,до 0.3,0.12 - 0.35,0.8 - 1.1,0.4 - 0.7,,,,,0.15 - 0.3,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,3147,Св-20ГСТЮА,Св-20ГСТЮА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,0.2 - 0.5,0.17 - 0.23,до 0.4,0.6 - 0.9,до 0.3,0.6 - 1.2,,0.1 - 0.2,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,,,,,,,,,,0.3 - 0.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,3174,Св-20Х13,Св-20Х13,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.16 - 0.24,,до 0.6,12 - 14,до 0.6,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,3207,Св-30Х15Н35В3Б3Т,Св-30Х15Н35В3Б3Т,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.27 - 0.33,34 - 36,до 0.6,14 - 16,0.5 - 1,,0.2 - 0.7,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,2.5 - 3.5,,,,2.8 - 3.5,до 0.025,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,3177,Св-10Х17Т,Св-10Х17Т,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.12,до 0.6,до 0.8,16 - 18,до 0.7,,0.2 - 0.5,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,1221,А0,А0,алюминий технической чистоты,,до 0.05,min 99,,,до 0.95,,до 0.05,до 0.1,до 0.02,,,,до 0.05,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.03;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,3203,Св-30Х25Н16Г7,Св-30Х25Н16Г7,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.25 - 0.33,15 - 17,до 0.3,24.5 - 27,6 - 8,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,1751,А35(ГОСТ11069-2001),А35(ГОСТ11069-2001),"для производства чушек, слитков, катанки, ленты и др.",,до 0.05,min 99.35,,,до 0.65,,до 0.05,до 0.1,до 0.02,,,,до 0.05,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.03;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,1220,А5Е,А5Е,алюминий технической чистоты,,до 0.02,min 99.5,,,до 0.1,,,до 0.04,до 0.015,0.18 - 0.35,,,до 0.03,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2197,1219,А5,А5,алюминий технической чистоты,,до 0.02,min 99.5,,,до 0.25,,до 0.05,до 0.06,до 0.02,до 0.3,,,до 0.03,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.03;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2198,1218,А6,А6,алюминий технической чистоты,,до 0.01,min 99.6,,,до 0.18,,до 0.03,до 0.05,до 0.02,до 0.25,,,до 0.03,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2199,1216,А7,А7,алюминий технической чистоты,,до 0.01,min 99.7,,,до 0.15,,до 0.03,до 0.04,до 0.01,до 0.16,,,до 0.02,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2200,1217,А7Е,А7Е,алюминий технической чистоты,,до 0.01,min 99.7,,,до 0.08,,,до 0.04,до 0.01,до 0.2,,,до 0.02,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2201,1591,А7Э,А7Э,алюминий технической чистоты,,до 0.01,min 99.7,,,до 0.1,,до 0.03,до 0.03,до 0.01,до 0.2,,,,до 0.03,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.03;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.04,,,,,,,,,,,,,,
2202,1215,А8,А8,алюминий технической чистоты,,до 0.01,min 99.8,,,до 0.1,,до 0.02,до 0.04,до 0.01,до 0.12,,,до 0.02,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2203,1214,А85,А85,алюминий технической чистоты,,до 0.01,min 99.85,,,до 0.06,,до 0.02,до 0.02,до 0.008,до 0.08,,,до 0.02,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,
2204,1213,А95,А95,алюминий высокой чистоты,,до 0.01,min 99.95,,,до 0.02,,до 0.002,до 0.005,до 0.002,до 0.025,,,до 0.005,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.005;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.003,,,,,,,,,,,,,,
2205,1212,А97,А97,алюминий высокой чистоты,,до 0.005,min 99.97,,,до 0.015,,до 0.002,до 0.003,до 0.002,до 0.015,,,до 0.005,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.002;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.003,,,,,,,,,,,,,,
2206,1590,А98,А98,алюминий высокой чистоты,,до 0.002,min 99.98,,,до 0.006,,до 0.002,до 0.003,до 0.002,до 0.006,,,до 0.002,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.001;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.003,,,,,,,,,,,,,,
2207,1211,А99,А99,алюминий высокой чистоты,,до 0.002,min 99.99,,,до 0.003,,до 0.002,до 0.003,до 0.002,до 0.003,,,до 0.001,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.001;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.003,,,,,,,,,,,,,,
2208,1210,А995,А995,алюминий высокой чистоты,,до 0.001,min 99.995,,,до 0.0015,,до 0.001,до 0.001,до 0.001,до 0.0015,,,до 0.001,,Алюминий первичный,Алюминий первичный,,"прочие, каждая 0.001; всего 0.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,до 0.003,,,,,,,,,,,,,,
2209,1705,А99КВ,А99КВ,"для производства плоских слитков, предназначенных для прокатки на листы, ленты и другие полуфабрикаты",,до 0.005,99.98 - 99.994,,,0.003 - 0.006,,,до 0.002,до 0.001,0.003 - 0.006,,,,,Алюминий первичный,Алюминий первичный,,всего 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1209,А999,А999,алюминий особой чистоты,,,min 99.999,,,,,,,,,,,,,Алюминий первичный,Алюминий первичный,,всего 0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,1254,АД,АД ( другое обозначение 1015 ),"для изготовления полуфабрикатов (листов, лент, полос, плит, профилей, панелей, прутков, труб, проволоки, штамповок и поковок) методом горячей или холодной деформации, а также слитков и слябов",,до 0.05,min 99,,,,,до 0.05,до 0.1,до 0.05,,,,,,Алюминий технический,Алюминий технический,,"прочие, каждая 0.05; всего 1.5",Fe + Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,1248,АД00,АД00 ( другое обозначение 1010 ),"для изготовления полуфабрикатов (листов, лент, полос, плит, профилей, панелей, прутков, труб, проволоки, штамповок и поковок) методом горячей или холодной деформации, а также слитков и слябов",,до 0.03,min 99.7,,,до 0.2,,до 0.03,до 0.07,до 0.03,до 0.25,,,до 0.03,,Алюминий технический,Алюминий технический,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,1247,АД000,АД000,"для изготовления полуфабрикатов (листов, лент, полос, плит, профилей, панелей, прутков, труб, проволоки, штамповок и поковок) методом горячей или холодной деформации, а также слитков и слябов",,до 0.03,min 99.8,,,до 0.15,,до 0.02,до 0.06,до 0.02,до 0.15,,,до 0.02,,Алюминий технический,Алюминий технический,,"прочие, каждая 0.02;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,1249,АД00Е,АД00Е ( другое обозначение 1010Е ),"для изготовления полуфабрикатов (листов, лент, полос, плит, профилей, панелей, прутков, труб, проволоки, штамповок и поковок) методом горячей или холодной деформации, а также слитков и слябов",,до 0.02,min 99.7,,,до 0.1,до 0.01,до 0.01,до 0.04,,до 0.25,,,до 0.02,,Алюминий технический,Алюминий технический,,"прочие, каждая 0.02; всего 0.1",V+Ti,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
